courseTitle,courseLink,enrollments,price,teacherName,designationOrInstitute,category
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,health-fitness
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,communication
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,bundles
CBT For Mental Health & Psychological Disorders ,https://www.ofcourse.co.uk/course/cbt-for-mental-health--psychological-disorders-,221,£100,Dan Jones,Accredited Hypnotherapy Trainer & Clinical Supervisor,psychology
CBT For Mental Health & Psychological Disorders ,https://www.ofcourse.co.uk/course/cbt-for-mental-health--psychological-disorders-,221,£100,Dan Jones,Accredited Hypnotherapy Trainer & Clinical Supervisor,mental-health
Become a Psychotherapist ,https://www.ofcourse.co.uk/course/become-a-psychotherapist-,526,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",psychology
Become a Psychotherapist ,https://www.ofcourse.co.uk/course/become-a-psychotherapist-,526,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",mental-health
Become a Psychotherapist ,https://www.ofcourse.co.uk/course/become-a-psychotherapist-,526,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",counselling
Child Psychology ,https://www.ofcourse.co.uk/course/child-psychology-,228,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",psychology
Child Psychology ,https://www.ofcourse.co.uk/course/child-psychology-,228,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",parenting
Body Language Secrets,https://www.ofcourse.co.uk/course/body-language-secrets,209,£100,Renaissance Life Therapies,CPD Standards Registration 50070,psychology
Body Language Secrets,https://www.ofcourse.co.uk/course/body-language-secrets,209,£100,Renaissance Life Therapies,CPD Standards Registration 50070,communication
Life Mastery Skills for Personal & Professional Success,https://www.ofcourse.co.uk/course/life-mastery-skills-for-personal--professional-success,67,£100,Chris Croft,Owner & Management Trainer at Chris Croft Training,psychology
Life Mastery Skills for Personal & Professional Success,https://www.ofcourse.co.uk/course/life-mastery-skills-for-personal--professional-success,67,£100,Chris Croft,Owner & Management Trainer at Chris Croft Training,productivity
Criminal Psychology,https://www.ofcourse.co.uk/course/criminal-psychology,975,£100,Glenn Wilson,"A Fellow of the British Psychological Society and appears regularly on TV and radio, particularly in news and documentary programmes.",psychology
Psychic Development,https://www.ofcourse.co.uk/course/psychic-development,789,£100,Dr Gaynor De Klerk,Sunshine Academy,psychology
Self Confidence: Psychology & Approaches,https://www.ofcourse.co.uk/course/self-confidence-psychology-approaches,314,£100,Manuel Kraus,CEO & Founder of Good Life Foundation,psychology
CBT & NLP Training Bundle,https://www.ofcourse.co.uk/course/cbt--nlp-training-bundle,222,£150,Dr Gaynor De Klerk,Mayur Bardolia,psychology
CBT & NLP Training Bundle,https://www.ofcourse.co.uk/course/cbt--nlp-training-bundle,222,£150,Dr Gaynor De Klerk,Mayur Bardolia,coaching
CBT & NLP Training Bundle,https://www.ofcourse.co.uk/course/cbt--nlp-training-bundle,222,£150,Dr Gaynor De Klerk,Mayur Bardolia,cbt
CBT & NLP Training Bundle,https://www.ofcourse.co.uk/course/cbt--nlp-training-bundle,222,£150,Dr Gaynor De Klerk,Mayur Bardolia,communication
CBT & NLP Training Bundle,https://www.ofcourse.co.uk/course/cbt--nlp-training-bundle,222,£150,Dr Gaynor De Klerk,Mayur Bardolia,bundles
Weight Management: Psychology & Functional Health,https://www.ofcourse.co.uk/course/weight-management-psychology--functional-health,137,£100,Jules Allen-Rowland,Functional Medicine Practitioner,psychology
Weight Management: Psychology & Functional Health,https://www.ofcourse.co.uk/course/weight-management-psychology--functional-health,137,£100,Jules Allen-Rowland,Functional Medicine Practitioner,sport
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,start-your-own
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,therapies
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,health-fitness
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,creativity
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,career-success
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,entrepreneurial
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,spiritual
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,professional-development
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,alternative-health
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,goal-setting
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,qualifications-accredited-
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,lifestyle
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,all-courses
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,therapies
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,health-fitness
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,career-success
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,professional-development
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,alternative-health
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,self-help
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,goal-setting
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,lifestyle
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,all-courses
EFT & TFT Practitioner Certification,https://www.ofcourse.co.uk/course/eft--tft-practitioner-certification,210,£100,Graham Nicholls,"Professional Coach, Trainer & Author",psychology
EFT & TFT Practitioner Certification,https://www.ofcourse.co.uk/course/eft--tft-practitioner-certification,210,£100,Graham Nicholls,"Professional Coach, Trainer & Author",therapies
EFT & TFT Practitioner Certification,https://www.ofcourse.co.uk/course/eft--tft-practitioner-certification,210,£100,Graham Nicholls,"Professional Coach, Trainer & Author",latest-releases
EFT & TFT Practitioner Certification,https://www.ofcourse.co.uk/course/eft--tft-practitioner-certification,210,£100,Graham Nicholls,"Professional Coach, Trainer & Author",alternative-health
EFT & TFT Practitioner Certification,https://www.ofcourse.co.uk/course/eft--tft-practitioner-certification,210,£100,Graham Nicholls,"Professional Coach, Trainer & Author",pain-management
EFT & TFT Practitioner Certification,https://www.ofcourse.co.uk/course/eft--tft-practitioner-certification,210,£100,Graham Nicholls,"Professional Coach, Trainer & Author",all-courses
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,therapies
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,spiritual
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,latest-releases
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,alternative-health
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,qualifications-accredited-
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,all-courses
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,therapies
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,creativity
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,career-success
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,latest-releases
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,masterclasses
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,alternative-health
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,self-help
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,goal-setting
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,lifestyle
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,all-courses
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",therapies
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",cbt
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",career-success
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",latest-releases
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",professional-development
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",alternative-health
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",goal-setting
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",lifestyle
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",all-courses
Reiki 1 to Master Level Certification,https://www.ofcourse.co.uk/course/reiki-1-to-master-level-certification,1695,£100,Dr Gaynor De Klerk,Sunshine Academy,therapies
Reiki 1 to Master Level Certification,https://www.ofcourse.co.uk/course/reiki-1-to-master-level-certification,1695,£100,Dr Gaynor De Klerk,Sunshine Academy,creativity
Reiki 1 to Master Level Certification,https://www.ofcourse.co.uk/course/reiki-1-to-master-level-certification,1695,£100,Dr Gaynor De Klerk,Sunshine Academy,spiritual
Reiki 1 to Master Level Certification,https://www.ofcourse.co.uk/course/reiki-1-to-master-level-certification,1695,£100,Dr Gaynor De Klerk,Sunshine Academy,alternative-health
